id,cusped,m,l,betti,torsion,volume,chernsimons,hash,cuspedtriangulation
166,m034,-2,3,0,"[35]",2.6555425236,-0.06306221338,03aeabc8a1e12b6801a23699e5c75126,ezMkbcddddqhei_BbBa
167,m034,1,3,0,"[23]",2.66461264693,-0.05206722877,abe7383885155cdd10bfdad613f56949,ezMkbcddddqhei_BbBa
168,m036,-4,3,0,"[66]",2.66674478345,-0.0625,169a5ccad1e40440bed07d38f818d704,eLPkccdddpsksr_aBbB
169,m140,-4,1,0,"[2, 6]",2.66674478345,-0.0625,d08bcab7d800b457a2c28227556daea2,fvMQcbdeedemsatrm_aBba
170,m135,-1,3,0,"[2, 2, 4]",2.6667447834,-0.104166666667,9fb9334b089141eb8c076c139af63bf3,ezMkbcdddqqhqx_BbaB
171,m135,1,3,0,"[2, 4, 4]",2.66674478345,0.10416666667,7a516cb450d256196ed3aa5a13974965,ezMkbcdddqqhqx_BbaB
172,m040,-4,3,0,"[2, 8]",2.66674478345,-0.14583333333,3f84f953463bd839fe57c4d6e2a43136,fzMPcbcdeeexqhqnc_aBbC
173,m168,3,2,0,"[2, 8]",2.666744783,0.145833333333,86727873f23a293f8bc90c4c99f89efd,fvPQceddeedoknowo_BabB
174,m140,4,1,0,"[2, 10]",2.6667447834,0.14583333333,c66c3fd558b0c21a9f314508deb84d8a,fvMQcbdeedemsatrm_aBba
175,m037,4,3,0,"[2, 40]",2.66674478345,0.14583333333,e315a9acfd92a0b7741b1c85518b4dd6,ewAkaccddjjsqj_aBba
176,m160,2,1,0,"[3]",2.67352741607,-0.012796066158,f431dd16db87956756f9cfad2de2c5db,ezPkbdcddqssrw_BbBa
177,m034,5,2,0,"[2]",2.6794758058,-0.10969898604,0ec3efb5335034ee5fa216b65846bcc9,ezMkbcddddqhei_BbBa
178,m032,7,1,0,"[5]",2.6822267321,0.22051414688,c4132fbf3c719749d3ac4ea2a415b5a9,ezPkbcdddlokks_baBb
179,m069,4,1,0,"[65]",2.69548416729,0.074680993059,ed501faa26f70943b8a71ef773701bf6,evQkdcccdxsnbr_BbBa
180,m069,-1,3,0,"[39]",2.6954841673,0.09198567361,c21c2b7335d1108876192ae33f005177,evQkdcccdxsnbr_BbBa
181,m030,5,3,0,"[77]",2.7067833105,0.1429604978,7eb2b652ffdea12fe2179bec90c4e69e,ewMkaccddnrwhw_BbaB
182,m120,-3,2,0,"[]",2.71245880839,-0.21743852731,8142b225b875e9e1d82b29ebeacc95ff,fzLQcacdeeekndtbr_BbaB
183,m116,-1,3,0,"[7]",2.75896343868,-0.08928001906,4e1ca330631bdd7a14bc949e05c56671,ezPkbcdcddvkwk_BbBa
184,m081,4,1,0,"[28]",2.7589634387,-0.16071998094,b5746bd3577e8046978bc565738ec0a8,eLPkcdbddqbjgr_BabB
185,m116,-2,3,0,"[10]",2.76544770922,0.068683863036,9c39104fa330356b069c29c563264c75,ezPkbcdcddvkwk_BbBa
186,m081,-1,3,0,"[59]",2.77251631321,-0.12657743763,7d19550966ff320b7b06ad6b172c2f93,eLPkcdbddqbjgr_BabB
187,m081,-4,1,0,"[60]",2.7818339124,0.108503433046,0060cf7a6f2d52477eb08fe911656a4d,eLPkcdbddqbjgr_BabB
188,m116,-4,1,0,"[60]",2.7818339124,0.10850343305,049eac9420181505a75ded0c3f46903f,ezPkbcdcddvkwk_BbBa
189,m130,3,1,0,"[8, 8]",2.7818339124,-0.22482990029,e901a33a88b709e481ada649e7d6dc11,eLPkccbddqjjsj_aBbB
190,m130,-1,3,0,"[2, 16]",2.7818339124,-0.22482990029,9dc09340ce01ec2553a3a9d64da514f3,eLPkccbddqjjsj_aBbB
191,m082,1,3,0,"[82]",2.78680455642,0.0,a758294639adfc0f782d691f5ea7ed3d,ewMkaccddrrnhw_BbaB
192,m160,-2,3,0,"[33]",2.80225378226,0.126938518413,098b40938efe4c493356c656ff0e67a5,ezPkbdcddqssrw_BbBa
193,m145,1,3,0,"[58]",2.81178576646,0.123453902593,cd2f82a9b8430bade151e985e6a81c80,ezAkaccddrrwan_aBbB
194,m070,-3,2,0,"[34]",2.81251649654,-0.018709841869,9f6b31383ca35177d70fb3bd04b06dad,evQkdcccdxnbsr_BbaB
195,m148,-1,2,0,"[6]",2.8125164965,0.106290158131,214ae3ec7852e77da475218cd2983f72,eLPkbcdddhcknw_aBbB
196,m069,-3,2,0,"[2]",2.81251649654,0.1479568248,132f840b0986dc926277daf1c38ba85c,evQkdcccdxsnbr_BbBa
197,m078,5,1,0,"[34]",2.8161798763,-3.469446952e-16,fb86eb859b47710bcaa637217d1f2816,fzMPcbcdeeexxixoj_BbaB
