id,name,cusps,betti,tets,solids,hash,volume,triangulation
31,ocubecld10_00020,1,1,24,10,0f5a3eeaff51d473646daf5ff0c4f0f1,17.224830403,yLLLLvvLMzPLQAQQQcdegkoqlrpusqorptwwxuxvwxhftgapxfjwqtsnvsexcrnbkvc_Bcab(1,0)
32,ocubecld10_00021,1,0,25,10,2449e4bfff4c72b4d8ccdbf863658ee6,17.2248304029,zLvAvLPvPzLPAQMAQkbefhjkpknsqsvpsuruxtwwyxyylalvwpephantqgqmodtakkejqa_bCbD(1,0)
33,ocubecld10_00022,1,1,27,10,1a356090c0b158faf5e2533f50b89149,17.224830403,BvLvLzzLLLMPPQAMQPQegklnstmlrpquvpwtxsywzvyAzAAfmqfaitfbimwrcfcogcunmbiqtov_bCbB(1,0)
34,ocubecld10_00023,1,1,26,10,5a6ec613c6ab6603fe45f7153c4f74a9,17.2248304029,AvLvLvzLzzzQPQAQQQcejgoksmtsnvqpuxytytxzvzwwzyktkafdkqmbauubkjnnjsijlwnxs_aBBa(1,0)
35,ocubecld10_00024,1,1,27,10,fe923d264b21f2594e4ecf75d4149f91,17.224830403,BLLvvvPLAPLwMMQwQQQcdmkjqmnsluprwsrtxvwyvzyzAAAhsuakheaacafoukfveptncjfccgc_BbBc(1,0)
36,ocubecld10_00025,1,2,25,10,84b8f1138bb37f826530c1deb5ec9360,17.2248304029,zLvLAvLvPLPPPQPMQkbhfgjjlmststpqwsuvuwuxyxyydxexaxdcatqufcqldelttgncbc_BaaB(1,0)
37,ocubecld10_00026,1,1,24,10,136d3d22818d58edd5bac63f1a39dc89,17.2248304029,yvLLLLvwLQLQMMPQQeeghnkorsursrspvputxwxwwxrkhgqfhxxmeerrnanbbaxllwv_BBab(1,0)
38,ocubecld10_00027,1,1,23,10,136d3d22818d58edd5bac63f1a39dc89,17.2248304029,xvLLvzzQMvLMAQQQcegighkmjonosvrrttvuvuwwwkxakbwkndauwbkrkvoowreae_bCab(1,0)
39,ocubecld10_00028,1,0,23,10,3bdf84c3dacecdb3069f9c2612e2b90a,17.2248304029,xLLvvLAvMPLQLQQQccdihglrpnqturvpvuqtwtwuwhsvvnpadgkdaraomqkdtxpho_eDfE(1,0)
40,ocubecld10_00029,1,0,24,10,c6afc34b4d061748638274df0fab9c79,17.2248304029,yLvvLLwPMPzLzQQQQcegiljponroruuqvtrwvuwxxxqqcwdclixairpeotlkuqubwjg_bCcD(1,0)
41,ocubecld10_00030,1,0,24,10,3bdf84c3dacecdb3069f9c2612e2b90a,17.2248304029,yLLLvLLwPLwLMQQQQcdfhkipnonqusrquvxwttuwxxhstvuwigsgjaxaoiakvvcwwgw_bDbC(1,0)
42,ocubecld10_00031,1,1,27,10,4ae51484bf77091bbce9dccf1ccf0c80,17.224830403,BLLLvvvPAPQzPALMAQQcdglomopsrmpqvtqryxuwxwAzzzAhshheaegwrornaqnsxabcnnpttir_bBBa(1,0)
43,ocubecld10_00032,1,1,27,10,d4b52e77f6607006c2558cd4241ef403,17.2248304029,BLLvvLzvwMAMAPQMPQQcdmlqoplsstunvyruxytwzAAyAzzhspphtthhosbfaiojpioaqokgkos_cDdF(1,0)
44,ocubecld10_00033,1,1,24,10,ad9959ee44e89250bb7f1b755cf41e22,17.224830403,yLLvLLvvQwPQMQAMQcdgimkmkpsuttqqqrrsvwxxwxhsgvhpiegsqbfkovvnjttqusu_cDbB(1,0)
45,ocubecld10_00034,1,1,21,10,3c14f66ca6c07ba95b48efb33c74e413,17.224830403,vLLvvLLwAMAAQQQbekiljiqsmspoupqtttusuxxrvxfcmhxbcbqfveahlfu_CBDC(1,0)
