id,name,cusps,betti,torsion,tets,solids,hash,volume,triangulation
1,nicocld02_00000,0,1,"[2, 4]",13,2,8a32dbae1ac77a6dbd76a79b6e18e4e3,9.3720685476,"nLLLvAQMMkacfigkhikjlmmmjkgoejjhgfdfpg_baab(1,0)"
